model,n_tasks,naming,t1_load,regime,passphrase_last,base_temp,probe_k,seed,t2_phrase,t2_task_name,t2_rank,t2_abs_index,cot_len_chars,base_output_truncated,has_fork_point,realized_report_contains,realized_t2_in_cot,t1_correct,report_s,report_k,report_degenerate,access_s,access_k,access_degenerate
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,39149,INDIA UNIFORM TANGO,KETTLE,5,15,127,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,39149,INDIA UNIFORM TANGO,KETTLE,5,15,1452,0,1,1,1,0.75,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,39149,INDIA UNIFORM TANGO,KETTLE,5,15,125,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,39149,INDIA UNIFORM TANGO,KETTLE,5,15,1334,0,1,0,0,0.5,0,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,39149,INDIA UNIFORM TANGO,KETTLE,5,15,126,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,40114,CHARLIE MIKE QUEBEC,MARBLE,5,13,480,0,1,0,1,1.0,0,20,1,,,
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,40114,CHARLIE MIKE QUEBEC,MARBLE,5,13,136,0,1,1,,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,40149,HOTEL UNIFORM SIERRA,TROMBONE,5,15,995,0,1,0,1,0.75,4,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,40149,HOTEL UNIFORM SIERRA,TROMBONE,5,15,129,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,40149,HOTEL UNIFORM SIERRA,TROMBONE,5,15,1070,0,1,1,1,0.75,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,40149,HOTEL UNIFORM SIERRA,TROMBONE,5,15,126,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,40149,HOTEL UNIFORM SIERRA,TROMBONE,5,15,896,0,1,0,0,0.75,4,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,40149,HOTEL UNIFORM SIERRA,TROMBONE,5,15,128,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,41114,VICTOR TANGO ALPHA,NECTARINE,5,13,531,0,1,1,1,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,41114,VICTOR TANGO ALPHA,NECTARINE,5,13,141,0,1,1,,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,41149,INDIA QUEBEC YANKEE,ICEBERG,5,13,1094,0,1,1,1,0.25,11,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,41149,INDIA QUEBEC YANKEE,ICEBERG,5,13,129,0,1,1,,0.5,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,41149,INDIA QUEBEC YANKEE,ICEBERG,5,13,1098,0,1,1,1,0.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,41149,INDIA QUEBEC YANKEE,ICEBERG,5,13,128,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,41149,INDIA QUEBEC YANKEE,ICEBERG,5,13,1428,0,1,1,1,0.5,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,41149,INDIA QUEBEC YANKEE,ICEBERG,5,13,129,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,42114,FOXTROT DELTA TANGO,LULLABY,5,15,365,0,1,1,1,0.75,20,20,1,,,
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,42114,FOXTROT DELTA TANGO,LULLABY,5,15,137,0,1,1,,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,42149,MIKE INDIA TANGO,WOMBAT,5,12,1208,0,1,1,1,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,42149,MIKE INDIA TANGO,WOMBAT,5,12,122,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,42149,MIKE INDIA TANGO,WOMBAT,5,12,1059,0,1,1,1,0.5,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,42149,MIKE INDIA TANGO,WOMBAT,5,12,123,0,1,1,,0.5,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,42149,MIKE INDIA TANGO,WOMBAT,5,12,1769,0,1,1,1,0.25,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,42149,MIKE INDIA TANGO,WOMBAT,5,12,125,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,43114,ZULU GOLF ECHO,METRONOME,5,14,468,0,1,1,1,0.75,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,43114,ZULU GOLF ECHO,METRONOME,5,14,139,0,1,1,,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,43149,KILO MIKE ALPHA,HEDGEHOG,5,12,669,0,1,1,1,0.75,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,43149,KILO MIKE ALPHA,HEDGEHOG,5,12,133,0,1,1,,0.5,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,43149,KILO MIKE ALPHA,HEDGEHOG,5,12,1544,0,1,1,1,0.25,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,43149,KILO MIKE ALPHA,HEDGEHOG,5,12,128,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,43149,KILO MIKE ALPHA,HEDGEHOG,5,12,1268,0,1,0,0,0.25,0,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,43149,KILO MIKE ALPHA,HEDGEHOG,5,12,129,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,44114,GOLF UNIFORM NOVEMBER,GONDOLA,5,11,430,0,1,1,1,1.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,44114,GOLF UNIFORM NOVEMBER,GONDOLA,5,11,142,0,1,1,,1.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,44149,HOTEL JULIET ZULU,BAGPIPE,5,14,873,0,1,1,1,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,44149,HOTEL JULIET ZULU,BAGPIPE,5,14,126,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,44149,HOTEL JULIET ZULU,BAGPIPE,5,14,992,0,1,1,1,0.5,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,44149,HOTEL JULIET ZULU,BAGPIPE,5,14,124,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,44149,HOTEL JULIET ZULU,BAGPIPE,5,14,1028,0,1,1,1,0.5,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,44149,HOTEL JULIET ZULU,BAGPIPE,5,14,127,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,45114,FOXTROT GOLF ECHO,THIMBLE,5,14,476,0,1,1,1,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,45114,FOXTROT GOLF ECHO,THIMBLE,5,14,138,0,1,1,,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,45149,FOXTROT NOVEMBER MIKE,QUIVER,5,12,1131,0,1,0,1,0.5,0,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,45149,FOXTROT NOVEMBER MIKE,QUIVER,5,12,128,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,45149,FOXTROT NOVEMBER MIKE,QUIVER,5,12,2177,0,1,1,1,0.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,45149,FOXTROT NOVEMBER MIKE,QUIVER,5,12,128,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,45149,FOXTROT NOVEMBER MIKE,QUIVER,5,12,1450,0,1,1,1,0.75,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,45149,FOXTROT NOVEMBER MIKE,QUIVER,5,12,128,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,46114,PAPA HOTEL NOVEMBER,HARMONICA,5,14,596,0,1,1,1,1.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,46114,PAPA HOTEL NOVEMBER,HARMONICA,5,14,143,0,1,1,,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,46149,KILO ROMEO NOVEMBER,DUMPLING,5,14,1077,0,1,1,1,0.75,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,46149,KILO ROMEO NOVEMBER,DUMPLING,5,14,138,0,1,1,,0.75,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,46149,KILO ROMEO NOVEMBER,DUMPLING,5,14,1007,0,1,1,1,0.75,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,46149,KILO ROMEO NOVEMBER,DUMPLING,5,14,131,0,1,1,,0.5,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,46149,KILO ROMEO NOVEMBER,DUMPLING,5,14,940,0,1,1,1,0.25,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,46149,KILO ROMEO NOVEMBER,DUMPLING,5,14,129,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,47114,TANGO GOLF NOVEMBER,VINEYARD,5,14,644,0,1,1,1,1.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,47114,TANGO GOLF NOVEMBER,VINEYARD,5,14,146,0,1,1,,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,47149,MIKE ZULU XRAY,PUMPKIN,5,15,1246,0,1,0,0,0.5,0,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,47149,MIKE ZULU XRAY,PUMPKIN,5,15,121,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,47149,MIKE ZULU XRAY,PUMPKIN,5,15,1197,0,1,1,1,0.75,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,47149,MIKE ZULU XRAY,PUMPKIN,5,15,120,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,47149,MIKE ZULU XRAY,PUMPKIN,5,15,1295,0,1,1,1,0.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,47149,MIKE ZULU XRAY,PUMPKIN,5,15,121,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,48114,CHARLIE NOVEMBER KILO,VULTURE,5,15,623,0,1,1,1,0.75,20,20,1,,,
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,48114,CHARLIE NOVEMBER KILO,VULTURE,5,15,143,0,1,1,,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,48149,ECHO DELTA XRAY,URCHIN,5,8,1213,0,1,1,1,0.75,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,48149,ECHO DELTA XRAY,URCHIN,5,8,123,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,48149,ECHO DELTA XRAY,URCHIN,5,8,1422,0,1,0,0,0.5,0,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,48149,ECHO DELTA XRAY,URCHIN,5,8,124,0,1,1,,0.5,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,48149,ECHO DELTA XRAY,URCHIN,5,8,1661,0,1,1,1,0.75,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,48149,ECHO DELTA XRAY,URCHIN,5,8,138,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,49114,WHISKEY TANGO ALPHA,FALCON,5,13,438,0,1,1,1,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,49114,WHISKEY TANGO ALPHA,FALCON,5,13,144,0,1,1,,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,49149,KILO ALPHA INDIA,INKWELL,5,12,1347,0,1,1,1,1.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,49149,KILO ALPHA INDIA,INKWELL,5,12,129,0,1,1,,0.5,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,49149,KILO ALPHA INDIA,INKWELL,5,12,928,0,1,1,0,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,49149,KILO ALPHA INDIA,INKWELL,5,12,130,0,1,1,,0.75,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,49149,KILO ALPHA INDIA,INKWELL,5,12,845,0,1,1,1,0.25,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,49149,KILO ALPHA INDIA,INKWELL,5,12,129,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,50114,VICTOR UNIFORM FOXTROT,PLATYPUS,5,15,371,0,1,1,1,0.75,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,50114,VICTOR UNIFORM FOXTROT,PLATYPUS,5,15,145,0,1,1,,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,50149,BRAVO JULIET FOXTROT,FALCON,5,14,1138,0,1,1,1,0.5,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,50149,BRAVO JULIET FOXTROT,FALCON,5,14,131,0,1,1,,0.5,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,50149,BRAVO JULIET FOXTROT,FALCON,5,14,1492,0,1,0,1,1.0,0,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,50149,BRAVO JULIET FOXTROT,FALCON,5,14,135,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,50149,BRAVO JULIET FOXTROT,FALCON,5,14,1359,0,1,1,0,0.25,1,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,50149,BRAVO JULIET FOXTROT,FALCON,5,14,132,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,51114,GOLF YANKEE BRAVO,GAZEBO,5,12,442,0,1,1,1,0.75,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,51114,GOLF YANKEE BRAVO,GAZEBO,5,12,136,0,1,1,,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,51149,CHARLIE JULIET HOTEL,HEDGEHOG,5,14,1113,0,1,1,1,0.5,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,51149,CHARLIE JULIET HOTEL,HEDGEHOG,5,14,129,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,51149,CHARLIE JULIET HOTEL,HEDGEHOG,5,14,1211,0,1,1,1,0.5,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,51149,CHARLIE JULIET HOTEL,HEDGEHOG,5,14,127,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,51149,CHARLIE JULIET HOTEL,HEDGEHOG,5,14,1436,0,1,1,1,0.75,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,51149,CHARLIE JULIET HOTEL,HEDGEHOG,5,14,126,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,52114,ALPHA QUEBEC LIMA,WALNUT,5,14,315,0,1,1,1,0.5,20,20,1,,,
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,52114,ALPHA QUEBEC LIMA,WALNUT,5,14,137,0,1,1,,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,52149,UNIFORM CHARLIE LIMA,ANCHOVY,5,10,1302,0,1,1,1,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,52149,UNIFORM CHARLIE LIMA,ANCHOVY,5,10,130,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,52149,UNIFORM CHARLIE LIMA,ANCHOVY,5,10,1171,0,1,1,1,0.75,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,52149,UNIFORM CHARLIE LIMA,ANCHOVY,5,10,129,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,52149,UNIFORM CHARLIE LIMA,ANCHOVY,5,10,1516,0,1,1,1,0.5,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,52149,UNIFORM CHARLIE LIMA,ANCHOVY,5,10,132,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,53114,FOXTROT OSCAR SIERRA,ROOSTER,5,14,495,0,1,1,1,1.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,53114,FOXTROT OSCAR SIERRA,ROOSTER,5,14,142,0,1,1,,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,53149,WHISKEY FOXTROT BRAVO,METRONOME,5,15,1188,0,1,1,1,0.5,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,53149,WHISKEY FOXTROT BRAVO,METRONOME,5,15,130,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,53149,WHISKEY FOXTROT BRAVO,METRONOME,5,15,1301,0,1,1,0,0.5,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,53149,WHISKEY FOXTROT BRAVO,METRONOME,5,15,129,0,1,1,,0.5,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,53149,WHISKEY FOXTROT BRAVO,METRONOME,5,15,1495,0,1,1,1,0.25,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,53149,WHISKEY FOXTROT BRAVO,METRONOME,5,15,132,0,1,1,,0.5,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,54114,NOVEMBER FOXTROT MIKE,ABACUS,5,15,633,0,1,1,1,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,54114,NOVEMBER FOXTROT MIKE,ABACUS,5,15,137,0,1,1,,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,54149,ZULU SIERRA GOLF,LILAC,5,14,1118,0,1,1,1,0.75,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,54149,ZULU SIERRA GOLF,LILAC,5,14,127,0,1,1,,0.5,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,54149,ZULU SIERRA GOLF,LILAC,5,14,1413,0,1,0,0,0.5,0,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,54149,ZULU SIERRA GOLF,LILAC,5,14,123,0,1,1,,0.5,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,54149,ZULU SIERRA GOLF,LILAC,5,14,1511,0,1,1,1,0.5,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,54149,ZULU SIERRA GOLF,LILAC,5,14,125,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,55114,HOTEL NOVEMBER GOLF,CACTUS,5,15,526,0,1,1,1,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,55114,HOTEL NOVEMBER GOLF,CACTUS,5,15,136,0,1,1,,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,55149,CHARLIE ALPHA ROMEO,MONGOOSE,5,14,1899,0,1,1,1,0.5,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,55149,CHARLIE ALPHA ROMEO,MONGOOSE,5,14,136,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,55149,CHARLIE ALPHA ROMEO,MONGOOSE,5,14,1217,0,1,0,0,0.75,0,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,55149,CHARLIE ALPHA ROMEO,MONGOOSE,5,14,133,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,55149,CHARLIE ALPHA ROMEO,MONGOOSE,5,14,1323,0,1,0,1,0.25,0,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,55149,CHARLIE ALPHA ROMEO,MONGOOSE,5,14,134,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,56114,NOVEMBER DELTA HOTEL,PYRAMID,5,15,550,0,1,1,1,1.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,56114,NOVEMBER DELTA HOTEL,PYRAMID,5,15,143,0,1,1,,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,56149,VICTOR PAPA NOVEMBER,DOLPHIN,5,14,1067,0,1,1,1,0.75,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,56149,VICTOR PAPA NOVEMBER,DOLPHIN,5,14,136,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,56149,VICTOR PAPA NOVEMBER,DOLPHIN,5,14,1003,0,1,1,1,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,56149,VICTOR PAPA NOVEMBER,DOLPHIN,5,14,134,0,1,1,,0.75,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,56149,VICTOR PAPA NOVEMBER,DOLPHIN,5,14,1135,0,1,1,0,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,56149,VICTOR PAPA NOVEMBER,DOLPHIN,5,14,136,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,57114,ZULU GOLF LIMA,GAZEBO,5,14,427,0,1,1,1,0.75,20,20,1,,,
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,57114,ZULU GOLF LIMA,GAZEBO,5,14,135,0,1,1,,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,57149,QUEBEC UNIFORM VICTOR,QUARRY,5,10,1267,0,1,1,1,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,57149,QUEBEC UNIFORM VICTOR,QUARRY,5,10,126,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,57149,QUEBEC UNIFORM VICTOR,QUARRY,5,10,1472,0,1,1,1,0.5,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,57149,QUEBEC UNIFORM VICTOR,QUARRY,5,10,127,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,57149,QUEBEC UNIFORM VICTOR,QUARRY,5,10,1630,0,1,1,1,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,57149,QUEBEC UNIFORM VICTOR,QUARRY,5,10,127,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,58114,SIERRA WHISKEY ROMEO,YACHT,5,14,418,0,1,1,1,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,58114,SIERRA WHISKEY ROMEO,YACHT,5,14,137,0,1,1,,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,58149,KILO DELTA MIKE,SNORKEL,5,12,1580,0,1,0,1,1.0,11,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,58149,KILO DELTA MIKE,SNORKEL,5,12,121,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,58149,KILO DELTA MIKE,SNORKEL,5,12,1369,0,1,1,1,0.5,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,58149,KILO DELTA MIKE,SNORKEL,5,12,122,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,58149,KILO DELTA MIKE,SNORKEL,5,12,1467,0,1,1,1,0.5,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,58149,KILO DELTA MIKE,SNORKEL,5,12,123,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,59114,XRAY WHISKEY LIMA,EGGPLANT,5,14,639,0,1,1,1,0.75,20,20,1,,,
